id,price,levy,manufacturer,model,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,turbo
45808892,24283,730.0,chevrolet,aveo,2016,hatchback,yes,petrol,1.6,60805,4,automatic,front,04-may,left wheel,orange,4,False
45783603,5331,0.0,bmw,318,1998,sedan,yes,petrol,1.8,256848,4,automatic,rear,04-may,right-hand drive,green,5,False
45727769,3607,1055.0,lexus,rx 450,2013,jeep,yes,hybrid,3.5,163010,6,automatic,front,04-may,left wheel,black,12,False
45797148,17054,629.0,hyundai,elantra,2015,sedan,yes,diesel,1.6,99335,4,automatic,front,04-may,left wheel,white,4,False
45793618,5959,0.0,volkswagen,lupo iaponuri,2004,coupe,no,petrol,1.4,177439,4,automatic,front,02-mar,left wheel,sky blue,4,False
45758479,549,753.0,hyundai,sonata,2012,sedan,yes,hybrid,2.4,243051,4,automatic,front,04-may,left wheel,white,0,False
45803692,29169,770.0,hyundai,tucson,2016,jeep,yes,diesel,1.7,170000,4,automatic,front,04-may,left wheel,white,4,False
45800522,35,0.0,toyota,prius,2010,sedan,no,petrol,1.6,240000,2,automatic,front,04-may,left wheel,white,2,False
45807637,13799,574.0,honda,insight,2010,sedan,no,hybrid,1.3,100000,4,tiptronic,front,04-may,left wheel,silver,10,False
45621666,7213,915.0,bmw,x5,2014,jeep,yes,diesel,3.0,0,6,automatic,4x4,04-may,left wheel,black,0,False
45734895,20228,0.0,bmw,"118 2,0",2008,hatchback,yes,diesel,2.0,188000,4,manual,rear,04-may,left wheel,beige,10,True
45465159,32929,1091.0,toyota,camry,2016,sedan,yes,petrol,2.5,42140,4,automatic,front,04-may,left wheel,white,6,False
45730524,18092,707.0,ssangyong,rexton,2011,jeep,yes,diesel,2.0,224142,4,automatic,front,04-may,left wheel,white,4,False
45773358,12231,0.0,honda,fit,2012,hatchback,no,hybrid,1.3,126000,4,automatic,front,04-may,right-hand drive,silver,5,False
45739129,14113,0.0,toyota,prius,2005,sedan,no,hybrid,1.5,111111,4,automatic,front,04-may,left wheel,silver,6,False
45731483,2700,0.0,volkswagen,transporter,1980,minivan,no,petrol,2.0,111111,4,manual,rear,04-may,left wheel,beige,0,False
45799040,6272,0.0,chrysler,pt cruiser,2002,sedan,no,petrol,2.0,200000,6,manual,front,04-may,left wheel,silver,0,False
45729967,43868,879.0,ssangyong,actyon,2019,jeep,yes,diesel,1.6,57874,4,automatic,front,04-may,left wheel,blue,4,False
45789589,38574,0.0,ford,fusion,2016,sedan,yes,plug-in hybrid,2.0,59200,4,tiptronic,front,04-may,left wheel,white,10,False
42870581,17876,0.0,renault,megane,2011,universal,no,diesel,1.5,300000,4,manual,front,04-may,left wheel,white,4,True
45794948,3500,0.0,opel,astra,1997,hatchback,no,cng,1.6,131000,4,manual,front,04-may,left wheel,grey,1,False
45747583,8467,0.0,opel,astra,2000,sedan,yes,lpg,2.5,11111,6,tiptronic,rear,04-may,left wheel,silver,7,False
45798438,27598,765.0,mitsubishi,outlander,2015,jeep,no,petrol,2.0,65047,4,tiptronic,4x4,04-may,left wheel,white,10,False
44828843,17249,0.0,ford,transit,2011,microbus,no,diesel,2.2,160000,4,manual,front,04-may,left wheel,yellow,1,True
45810489,29793,0.0,bmw,x5,2008,jeep,yes,petrol,3.0,208000,6,automatic,4x4,04-may,left wheel,blue,8,True
45781390,17249,1024.0,toyota,camry,2010,sedan,no,petrol,2.5,159000,4,tiptronic,front,04-may,left wheel,silver,9,False
45777915,36065,0.0,bmw,528,2012,sedan,yes,petrol,2.0,120162,4,tiptronic,rear,04-may,left wheel,white,16,True
45802764,30367,639.0,hyundai,santa fe,2014,jeep,yes,diesel,2.0,45300,4,automatic,front,04-may,left wheel,blue,4,False
45808485,3763,1172.0,honda,odyssey,2011,sedan,yes,petrol,3.5,204237,6,automatic,front,04-may,left wheel,silver,12,False
45802353,21297,862.0,hyundai,h1,2011,minivan,yes,diesel,2.5,72609,4,automatic,front,04-may,left wheel,silver,4,False
45802214,39593,1091.0,hyundai,h1,2016,minivan,yes,diesel,2.5,127675,4,automatic,front,04-may,left wheel,silver,4,False
45809878,68144,831.0,honda,civic,2018,sedan,yes,petrol,1.5,42857,4,automatic,front,04-may,left wheel,grey,4,False
45815115,470,862.0,toyota,camry,2011,sedan,yes,petrol,2.5,214432,4,automatic,front,04-may,left wheel,blue,12,False
45776894,4704,1529.0,mercedes-benz,c 180,1995,sedan,no,cng,1.8,0,4,manual,rear,04-may,left wheel,purple,4,False
45803623,23518,934.0,hyundai,h1,2015,minivan,yes,diesel,2.5,52351,4,automatic,front,04-may,left wheel,yellow,4,False
45813408,251,1091.0,toyota,camry,2016,sedan,yes,petrol,2.5,89109,4,automatic,front,04-may,left wheel,white,12,False
45757699,14113,0.0,bmw,x5,2004,jeep,yes,petrol,4.8,206000,12,tiptronic,4x4,04-may,left wheel,blue,8,False
45656391,8938,586.0,toyota,prius,2012,hatchback,yes,hybrid,1.8,323733,4,automatic,front,04-may,left wheel,grey,12,False
45797160,14229,966.0,hyundai,genesis,2009,coupe,yes,petrol,2.0,106325,4,automatic,front,04-may,left wheel,white,4,False
45802045,15289,836.0,hyundai,genesis,2010,coupe,yes,petrol,2.0,146691,4,automatic,front,04-may,left wheel,black,4,False
45761479,13485,0.0,volkswagen,touareg,2005,jeep,yes,cng,4.2,260000,8,tiptronic,4x4,04-may,left wheel,silver,12,False
45803079,50030,1017.0,hyundai,santa fe,2017,jeep,yes,diesel,2.0,66340,4,automatic,front,04-may,left wheel,blue,4,False
45788724,7527,0.0,mercedes-benz,c 180 2.0,1998,sedan,no,cng,2.0,0,4,manual,rear,04-may,left wheel,silver,4,False
45800310,17249,645.0,toyota,prius,2011,hatchback,no,hybrid,1.8,145000,4,automatic,front,04-may,left wheel,white,12,False
45803393,8311,642.0,hyundai,sonata,2012,sedan,yes,lpg,2.0,71318,4,automatic,front,04-may,left wheel,white,4,False
45806844,3850,0.0,subaru,legacy,2005,sedan,no,petrol,2.0,202000,4,automatic,4x4,04-may,right-hand drive,black,2,False
45775252,7213,0.0,chevrolet,cruze,2005,hatchback,no,petrol,1.5,100000,4,automatic,front,04-may,right-hand drive,black,4,False
45800779,10976,697.0,hyundai,elantra,2015,sedan,yes,petrol,1.8,83902,4,automatic,front,04-may,left wheel,grey,0,False
45786422,21953,0.0,volkswagen,passat,2017,sedan,yes,petrol,1.8,39000,4,automatic,front,04-may,left wheel,golden,12,True
45792220,16935,1051.0,hyundai,sonata,2016,sedan,no,petrol,2.4,0,4,automatic,front,04-may,left wheel,beige,0,False
45797920,6586,586.0,hyundai,elantra,2012,sedan,no,petrol,1.8,158080,4,automatic,front,04-may,left wheel,black,6,False
45808524,7840,1426.0,ford,f150,2018,sedan,yes,petrol,2.7,2792,6,automatic,rear,04-may,left wheel,white,12,False
45798376,200,0.0,toyota,land cruiser 105,2004,jeep,yes,diesel,4.2,170000,8,manual,4x4,04-may,left wheel,silver,2,False
45816256,7370,917.0,bmw,x6,2013,jeep,yes,petrol,3.0,179382,6,automatic,4x4,04-may,left wheel,grey,12,False
45804398,43880,1017.0,hyundai,tucson,2017,jeep,yes,diesel,2.0,79877,4,automatic,front,04-may,left wheel,black,4,False
45730424,31659,707.0,ssangyong,rexton,2011,jeep,yes,diesel,2.0,109092,4,automatic,front,04-may,left wheel,black,4,False
45656147,11917,0.0,ford,transit,2011,microbus,no,petrol,1.3,148000,4,manual,front,04-may,left wheel,white,8,False
45802677,28909,639.0,hyundai,santa fe,2014,jeep,yes,diesel,2.0,231241,4,automatic,front,04-may,left wheel,white,4,False
45754826,2430,980.0,nissan,sentra,2018,sedan,yes,petrol,1.8,67272,4,automatic,front,04-may,left wheel,silver,12,False
45797031,8467,0.0,mazda,mpv,2005,minivan,no,petrol,3.0,20000,6,automatic,front,04-may,left wheel,grey,4,False
45809715,10697,645.0,chevrolet,cruze,2011,sedan,yes,diesel,1.8,241768,4,automatic,front,04-may,left wheel,silver,4,False
45769543,27911,1197.0,toyota,tacoma,2012,sedan,yes,petrol,4.0,365810,6,automatic,4x4,04-may,left wheel,white,12,False
45781464,19444,831.0,honda,cr-v,2011,jeep,no,petrol,2.4,112578,4,automatic,4x4,04-may,left wheel,white,6,False
45809799,19883,502.0,toyota,aqua,2013,sedan,yes,petrol,1.5,70400,4,automatic,front,04-may,left wheel,blue,4,False
45794747,31361,0.0,toyota,hilux,2016,pickup,no,diesel,2.4,138400,6,manual,rear,04-may,left wheel,white,8,True
45799301,9722,922.0,opel,astra h,2009,sedan,no,diesel,1.9,196000,4,manual,front,04-may,left wheel,silver,10,True
45760348,13015,639.0,subaru,xv,2014,jeep,yes,petrol,2.0,163669,4,automatic,4x4,04-may,left wheel,white,0,False
45810214,5018,779.0,toyota,rav 4,2013,jeep,yes,petrol,2.5,193960,4,automatic,front,04-may,left wheel,grey,12,False
45804017,7213,0.0,opel,astra,2000,goods wagon,no,cng,1.6,200000,4,manual,front,04-may,left wheel,black,4,False
45798514,15681,521.0,chevrolet,cruze,2011,sedan,yes,petrol,1.4,93000,4,tiptronic,front,04-may,left wheel,grey,10,True
45810731,7840,0.0,bmw,325,2000,sedan,yes,petrol,2.5,0,6,tiptronic,rear,04-may,left wheel,purple,6,True
45810456,26096,730.0,chevrolet,orlando,2016,jeep,yes,diesel,1.6,86965,4,automatic,front,04-may,left wheel,black,4,False
45782106,4391,0.0,volkswagen,golf 1.8,2000,hatchback,no,petrol,1.8,190000,4,automatic,front,04-may,right-hand drive,black,4,False
45804683,11604,707.0,mitsubishi,outlander,2011,jeep,no,petrol,2.0,110400,4,automatic,front,04-may,left wheel,white,6,False
45487886,78403,0.0,toyota,land cruiser prado,2014,jeep,yes,diesel,3.0,146000,6,tiptronic,4x4,>5,left wheel,black,12,True
45759526,5500,0.0,subaru,impreza,1998,hatchback,no,petrol,1.6,280000,4,manual,4x4,04-may,left wheel,green,2,False
45810147,10669,790.0,chevrolet,lacetti,2009,sedan,yes,petrol,1.6,138681,4,automatic,front,04-may,left wheel,silver,4,False
45795172,18817,0.0,toyota,prius,2010,hatchback,no,hybrid,1.8,154000,4,automatic,front,04-may,left wheel,grey,12,False
45787447,15681,0.0,hyundai,accent,2012,sedan,no,petrol,1.6,139000,4,tiptronic,front,04-may,left wheel,silver,0,False
45720159,7370,0.0,nissan,tiida,2006,hatchback,yes,petrol,1.5,200000,4,variator,front,04-may,right-hand drive,golden,6,False
45781299,34497,1058.0,mercedes-benz,e 350,2012,sedan,yes,petrol,3.5,64000,6,tiptronic,4x4,04-may,left wheel,grey,12,False
43656877,26657,0.0,hyundai,elantra,2016,sedan,no,petrol,2.0,77643,4,tiptronic,front,04-may,left wheel,carnelian red,12,False
45811599,8781,1356.0,mercedes-benz,gl 450,2014,jeep,yes,petrol,4.6,81894,8,automatic,4x4,04-may,left wheel,grey,12,False
45802760,13495,836.0,hyundai,santa fe,2010,jeep,yes,diesel,2.0,55751,4,automatic,front,04-may,left wheel,black,4,False
45787424,13172,0.0,toyota,altezza,2002,sedan,no,petrol,2.0,88000,4,manual,rear,04-may,right-hand drive,blue,10,False
45757548,41397,0.0,mercedes-benz,cla 250,2014,sedan,yes,petrol,2.0,89000,4,tiptronic,front,04-may,left wheel,black,12,True
45813841,5018,0.0,subaru,forester,1998,jeep,no,petrol,2.0,200000,4,automatic,4x4,04-may,right-hand drive,silver,0,False
45792192,1803,528.0,hyundai,accent,2014,hatchback,yes,petrol,1.6,82602,4,automatic,front,04-may,left wheel,blue,12,False
45731620,15681,645.0,toyota,prius,2011,sedan,yes,hybrid,1.8,63500,4,automatic,front,04-may,left wheel,silver,0,False
45803722,34400,891.0,hyundai,tucson,2016,jeep,yes,diesel,2.0,79000,4,automatic,front,04-may,left wheel,silver,4,False
45776528,15367,0.0,kia,optima,2011,sedan,no,petrol,2.4,120000,4,automatic,front,04-may,right-hand drive,carnelian red,2,False
45773808,37006,1018.0,mercedes-benz,e 350,2011,sedan,yes,diesel,3.0,227200,6,tiptronic,rear,04-may,left wheel,black,12,True
45787167,50,0.0,toyota,aqua s,2014,hatchback,yes,hybrid,1.5,127000,4,automatic,front,04-may,right-hand drive,grey,7,False
45041731,21639,639.0,lincoln,mkz,2014,sedan,yes,petrol,2.0,43000,4,automatic,front,04-may,left wheel,black,10,True
45806758,6586,0.0,opel,astra,1999,universal,no,cng,2.0,220000,4,manual,front,04-may,left wheel,green,4,False
45730501,44752,880.0,ssangyong,actyon,2018,jeep,yes,diesel,1.6,40137,4,automatic,front,04-may,left wheel,grey,4,False
45809041,7997,583.0,daewoo,lacetti,2011,sedan,yes,petrol,1.6,58284,4,automatic,front,04-may,left wheel,white,4,False
45789938,6272,1586.0,kia,sorento,2007,jeep,yes,diesel,2.5,72895,4,automatic,front,04-may,left wheel,white,4,False
44299718,21950,0.0,ford,fusion,2012,sedan,yes,hybrid,2.0,272000,4,variator,front,04-may,left wheel,white,12,False
31756996,18660,382.0,kia,optima,2014,sedan,yes,hybrid,2.4,114000,4,automatic,front,04-may,left wheel,blue,10,False
45765170,1725,474.0,fiat,500,2013,jeep,yes,petrol,1.4,106902,4,automatic,front,04-may,left wheel,red,12,False
45668126,18817,650.0,volkswagen,jetta,2016,sedan,no,petrol,1.4,96000,4,tiptronic,front,04-may,left wheel,black,12,True
45791848,8467,0.0,suzuki,grand vitara,2003,jeep,no,cng,2.7,259200,6,automatic,4x4,04-may,left wheel,silver,4,True
45806661,706,919.0,ford,fusion,2012,sedan,yes,petrol,3.0,149822,6,automatic,front,04-may,left wheel,blue,12,False
45802212,38229,1091.0,hyundai,h1,2016,minivan,yes,diesel,2.5,92078,4,automatic,front,04-may,left wheel,black,4,False
44155688,19444,308.0,toyota,prius v,2014,sedan,no,hybrid,1.8,350000,4,automatic,front,04-may,left wheel,white,12,False
44154466,6500,1236.0,mazda,demio,2011,hatchback,no,petrol,1.3,72000,4,automatic,front,04-may,right-hand drive,black,2,False
45758714,11917,1267.0,toyota,aqua,2013,hatchback,no,hybrid,1.5,18000,4,automatic,front,04-may,right-hand drive,white,6,False
45757401,23521,0.0,toyota,prius,2012,sedan,no,hybrid,1.8,84021,4,automatic,front,04-may,right-hand drive,carnelian red,8,False
45793167,20071,0.0,toyota,prius c,2015,hatchback,no,hybrid,1.5,60800,4,tiptronic,front,04-may,left wheel,grey,6,False
45569947,13799,0.0,kia,rio,2012,hatchback,no,petrol,1.3,16000,4,manual,front,04-may,left wheel,silver,4,False
44109015,10506,1266.0,toyota,aqua,2014,hatchback,no,hybrid,1.5,122000,4,variator,front,04-may,right-hand drive,silver,0,False
45802192,34905,777.0,hyundai,h1,2014,minivan,yes,diesel,2.5,132023,4,automatic,front,04-may,left wheel,grey,4,False
44610413,9722,0.0,nissan,x-trail nismo,2003,jeep,yes,petrol,2.0,140000,4,automatic,4x4,04-may,left wheel,silver,8,False
45768982,4200,0.0,opel,vectra,1997,sedan,no,petrol,1.6,6666,4,manual,front,04-may,left wheel,golden,4,False
45431370,20800,781.0,toyota,rav 4,2012,jeep,no,petrol,2.5,77000,4,automatic,front,04-may,left wheel,white,6,False
45797125,38163,1091.0,hyundai,h1,2016,minivan,yes,diesel,2.5,104000,4,automatic,front,04-may,left wheel,blue,4,False
43687842,10000,0.0,honda,step wagon,2000,minivan,no,lpg,2.0,100000,4,automatic,4x4,04-may,right-hand drive,silver,2,False
45803009,68148,1077.0,hyundai,santa fe,2019,jeep,yes,diesel,2.0,47778,4,automatic,front,04-may,left wheel,grey,4,False
42083016,13500,761.0,toyota,prius,2010,sedan,no,hybrid,1.8,141000,4,tiptronic,front,04-may,left wheel,red,8,False
45811276,470,1327.0,toyota,rav 4,2018,jeep,yes,petrol,2.5,17214,4,automatic,4x4,04-may,left wheel,black,12,False
45768491,56450,0.0,mercedes-benz,ml 350,2012,jeep,yes,diesel,3.5,107000,6,tiptronic,4x4,04-may,left wheel,white,6,False
45794871,6899,0.0,mitsubishi,airtrek,2002,jeep,no,petrol,2.0,165000,4,tiptronic,4x4,04-may,right-hand drive,black,2,False
45805165,34240,877.0,hyundai,tucson,2017,jeep,yes,diesel,1.7,131959,4,automatic,front,04-may,left wheel,white,4,False
45795103,18817,0.0,hyundai,elantra,2011,sedan,yes,petrol,1.8,119000,4,tiptronic,front,04-may,left wheel,grey,12,False
45798074,13771,687.0,hyundai,elantra,2010,sedan,yes,petrol,1.6,159048,4,automatic,front,04-may,left wheel,silver,4,False
45766229,5018,891.0,ford,fusion,2016,sedan,yes,petrol,2.0,93354,4,automatic,front,04-may,left wheel,white,12,False
45768422,3058,777.0,mazda,1300,2014,sedan,yes,petrol,2.5,75381,4,automatic,front,04-may,left wheel,grey,12,False
45770486,25089,0.0,toyota,rav 4,2011,jeep,no,petrol,2.5,150400,4,automatic,4x4,04-may,left wheel,brown,8,False
45770641,14113,0.0,ford,transit,1999,microbus,no,diesel,2.5,136000,4,manual,rear,04-may,left wheel,white,2,True
45809251,12272,501.0,toyota,aqua,2014,hatchback,yes,petrol,1.5,141053,4,automatic,front,04-may,left wheel,white,4,False
45815885,3293,900.0,hyundai,sonata,2015,sedan,yes,petrol,2.4,114885,4,automatic,front,04-may,left wheel,black,12,False
45506748,10450,0.0,honda,fit,2012,hatchback,no,hybrid,1.3,311000,2,automatic,front,04-may,right-hand drive,white,6,False
45120058,38400,642.0,bmw,528,2012,sedan,yes,petrol,2.0,158400,4,tiptronic,rear,04-may,left wheel,black,12,True
45769033,8154,0.0,nissan,tiida,2005,hatchback,yes,petrol,1.5,130000,4,automatic,front,04-may,right-hand drive,silver,4,False
45732789,17305,707.0,hyundai,sonata,2011,sedan,yes,petrol,2.0,157224,4,automatic,front,04-may,left wheel,grey,4,False
45815232,3293,978.0,toyota,corolla,2019,sedan,yes,petrol,1.8,54307,4,automatic,front,04-may,left wheel,black,12,False
45732343,38809,639.0,hyundai,santa fe,2014,jeep,yes,diesel,2.0,152914,4,automatic,front,04-may,left wheel,grey,4,False
45809960,30405,585.0,honda,civic,2013,sedan,yes,petrol,1.8,131782,4,automatic,front,04-may,left wheel,red,4,False
43611096,19444,640.0,ford,fusion se,2013,sedan,no,hybrid,2.0,86427,4,automatic,front,04-may,left wheel,silver,8,False
45416852,28225,1017.0,hyundai,lantra limited,2017,sedan,no,petrol,2.0,54080,4,automatic,front,04-may,left wheel,black,8,True
45793967,27284,1586.0,nissan,pathfinder,2010,jeep,yes,petrol,4.0,120000,4,automatic,4x4,04-may,left wheel,grey,0,False
45532978,18817,442.0,chevrolet,malibu,2017,sedan,yes,hybrid,1.8,30000,4,tiptronic,front,04-may,left wheel,black,0,False
45804786,40224,765.0,hyundai,tucson,2015,jeep,yes,diesel,2.0,100369,4,automatic,front,04-may,left wheel,white,4,False
45759050,18983,626.0,kia,cerato,2015,sedan,yes,petrol,1.6,89106,4,automatic,front,04-may,left wheel,black,4,False
45792285,20385,1624.0,mercedes-benz,c 320,2009,sedan,yes,petrol,3.5,200000,6,tiptronic,rear,04-may,left wheel,beige,0,False
45813021,1568,639.0,volkswagen,jetta,2014,sedan,yes,diesel,2.0,119926,4,automatic,front,04-may,left wheel,white,12,False
45809186,16138,503.0,toyota,aqua,2012,sedan,yes,hybrid,1.5,118000,4,automatic,front,04-may,left wheel,yellow,4,False
45649508,10349,0.0,toyota,prius,2007,sedan,no,hybrid,1.5,180000,4,variator,front,04-may,left wheel,silver,0,False
45731791,39750,1249.0,hyundai,h1,2017,universal,yes,diesel,2.5,73357,4,automatic,front,04-may,left wheel,white,4,False
45810359,58507,731.0,chevrolet,malibu,2019,sedan,yes,petrol,1.3,1878,4,automatic,front,04-may,left wheel,white,4,False
45702696,20385,0.0,kia,optima,2012,sedan,no,hybrid,2.4,148000,4,tiptronic,front,04-may,left wheel,black,10,False
43930362,18189,645.0,toyota,camry,2011,sedan,no,petrol,1.8,140000,4,automatic,front,04-may,left wheel,white,6,False
45801682,5959,0.0,nissan,march,2003,hatchback,no,petrol,1.4,135000,4,automatic,front,04-may,right-hand drive,sky blue,6,False
45794876,10349,0.0,mercedes-benz,s 430,2000,sedan,yes,petrol,4.3,145000,8,automatic,rear,04-may,left wheel,golden,8,False
45793403,2900,0.0,opel,frontera,1998,jeep,no,petrol,2.0,15000,4,manual,4x4,02-mar,left wheel,beige,0,False
45781822,19444,697.0,volkswagen,passat,2015,sedan,yes,petrol,1.8,35000,4,tiptronic,front,04-may,left wheel,white,0,False
45762505,706,900.0,dodge,avenger,2015,sedan,yes,petrol,2.4,180973,4,automatic,front,04-may,left wheel,white,12,False
45773186,94,779.0,subaru,forester,2013,jeep,yes,petrol,2.5,74688,4,automatic,4x4,04-may,left wheel,silver,0,False
45798277,11290,765.0,subaru,impreza,2015,sedan,yes,petrol,2.0,55000,4,tiptronic,front,04-may,left wheel,white,8,False
45798725,7527,0.0,mercedes-benz,e 240,1998,sedan,no,petrol,2.4,270000,6,manual,rear,04-may,left wheel,silver,6,False
45798933,17562,934.0,nissan,rogue,2015,jeep,no,petrol,2.5,95000,4,automatic,4x4,04-may,left wheel,silver,0,False
45781876,32929,0.0,toyota,land cruiser 100,2001,jeep,no,diesel,4.2,30300,6,manual,4x4,04-may,left wheel,white,4,True
45779686,14113,0.0,toyota,aqua,2013,hatchback,yes,petrol,1.5,139000,4,automatic,front,04-may,left wheel,silver,12,False
45766042,13015,830.0,ford,escape,2019,sedan,yes,petrol,1.5,4309,4,automatic,front,04-may,left wheel,white,12,False
45490565,44500,1277.0,mitsubishi,outlander,2018,jeep,yes,petrol,2.4,12345,4,tiptronic,4x4,04-may,left wheel,black,12,False
45730869,43868,730.0,ssangyong,actyon,2016,jeep,yes,diesel,1.6,42819,4,automatic,front,04-may,left wheel,black,4,False
45541280,24462,0.0,hyundai,veloster turbo,2016,hatchback,yes,petrol,1.6,77000,4,manual,front,02-mar,left wheel,golden,8,True
45811394,470,753.0,kia,optima,2012,sedan,yes,hybrid,2.4,0,4,automatic,front,04-may,left wheel,black,12,False
43840539,10349,0.0,nissan,x-terra,2005,jeep,no,petrol,4.0,313600,6,manual,4x4,04-may,left wheel,black,4,False
45754124,21012,0.0,toyota,prius,2012,hatchback,no,hybrid,1.8,78000,4,variator,front,04-may,left wheel,red,7,False
45742008,11604,502.0,honda,fit,2013,sedan,no,petrol,1.5,47000,4,tiptronic,front,04-may,left wheel,blue,12,False
44588064,7840,0.0,volkswagen,jetta,2007,sedan,no,petrol,2.5,316501,1,automatic,front,04-may,left wheel,silver,0,False
45676760,19757,585.0,toyota,prius,2013,hatchback,no,hybrid,1.8,195000,4,automatic,front,04-may,left wheel,black,12,False
45542725,10506,730.0,nissan,versa,2016,sedan,no,petrol,1.6,71069,4,automatic,front,04-may,left wheel,black,6,False
44658005,8467,503.0,honda,fit,2012,hatchback,no,petrol,1.5,33000,4,tiptronic,front,04-may,left wheel,black,10,False
45773141,941,900.0,jeep,compass,2015,jeep,yes,petrol,2.4,112635,4,automatic,front,04-may,left wheel,black,12,False
45290766,17249,0.0,ford,focus,2013,hatchback,yes,petrol,2.0,152000,4,tiptronic,front,04-may,left wheel,black,8,False
45799860,8781,0.0,ford,transit,1995,microbus,no,diesel,2.5,30000,4,manual,rear,>5,left wheel,carnelian red,2,True
41770767,11917,0.0,nissan,murano,2004,jeep,yes,cng,3.5,233600,6,variator,4x4,04-may,left wheel,silver,6,False
45796874,23414,779.0,hyundai,h1,2013,universal,yes,diesel,2.5,193881,4,automatic,front,04-may,left wheel,silver,4,False
45816617,1411,891.0,hyundai,elantra,2016,hatchback,yes,petrol,2.0,47074,4,automatic,front,04-may,left wheel,silver,12,False
45770552,10976,0.0,ford,mustang,2005,coupe,no,petrol,4.0,124000,6,automatic,rear,02-mar,left wheel,carnelian red,6,False
45813101,9408,0.0,mercedes-benz,s 500,1999,sedan,yes,petrol,5.0,25000,8,tiptronic,rear,04-may,left wheel,black,6,False
45815414,12858,518.0,toyota,camry,2016,sedan,yes,hybrid,2.5,67429,4,automatic,front,04-may,left wheel,golden,12,False
45783711,15681,0.0,mercedes-benz,ml 500,2004,jeep,yes,lpg,5.0,299200,8,automatic,4x4,04-may,left wheel,black,8,False
45491649,21326,0.0,mercedes-benz,e 320 bluetec,2007,sedan,yes,diesel,3.0,272000,6,tiptronic,rear,04-may,left wheel,white,12,True
45803838,44517,1017.0,hyundai,tucson,2017,jeep,yes,diesel,2.0,66067,4,automatic,front,04-may,left wheel,white,4,False
45792372,35900,640.0,mercedes-benz,cla 250,2013,sedan,yes,petrol,2.0,97000,4,tiptronic,front,04-may,left wheel,black,12,True
45804463,27654,640.0,hyundai,tucson,2013,jeep,yes,diesel,2.0,118409,4,automatic,front,04-may,left wheel,red,4,False
45797654,20005,583.0,hyundai,elantra,2011,sedan,yes,petrol,1.6,129013,4,automatic,front,04-may,left wheel,grey,4,False
45788429,16935,1195.0,ford,transit,2008,microbus,no,diesel,2.2,182320,4,manual,front,04-may,left wheel,white,4,True
45770586,9408,0.0,opel,zafira,2002,minivan,no,petrol,2.2,111111,4,manual,front,04-may,left wheel,grey,12,False
45732761,16308,640.0,hyundai,sonata,2013,sedan,yes,petrol,2.0,194210,4,automatic,front,04-may,left wheel,black,4,False
45776713,26657,0.0,bmw,535,2009,sedan,yes,petrol,3.0,163000,6,tiptronic,4x4,04-may,left wheel,blue,8,True
45389240,26971,0.0,chevrolet,volt premier,2013,sedan,yes,plug-in hybrid,1.4,129000,4,automatic,front,04-may,left wheel,grey,8,False
45794372,15681,0.0,toyota,prius,2010,hatchback,yes,lpg,1.8,360000,4,variator,front,04-may,left wheel,blue,4,False
45687311,16308,645.0,toyota,prius,2011,sedan,no,hybrid,1.8,158836,4,automatic,front,04-may,left wheel,beige,12,False
45804459,49864,1399.0,lexus,rx 350,2010,jeep,yes,petrol,3.5,82021,4,automatic,front,04-may,left wheel,grey,4,False
45740821,13172,707.0,dodge,caliber,2011,hatchback,no,petrol,2.0,89000,4,automatic,front,04-may,left wheel,white,0,False
45774650,15053,738.0,chevrolet,cruze,2017,sedan,no,petrol,1.4,0,4,automatic,front,04-may,left wheel,white,0,False
45798405,9408,0.0,mitsubishi,pajero io,1998,jeep,no,petrol,1.8,196000,4,automatic,4x4,04-may,left wheel,green,2,False
45777497,9408,394.0,toyota,camry,2014,sedan,no,hybrid,2.5,130000,4,automatic,front,04-may,left wheel,black,12,False
45782048,15367,0.0,suzuki,sj 413 samurai,1996,jeep,no,petrol,1.3,75000,4,manual,4x4,02-mar,right-hand drive,grey,0,False
45755802,19444,0.0,toyota,prius,2010,hatchback,yes,hybrid,1.8,1888000,4,variator,front,04-may,left wheel,white,10,False
45809256,32973,639.0,chevrolet,captiva,2014,jeep,yes,diesel,2.0,130791,4,automatic,front,04-may,left wheel,white,4,False
45797634,57391,0.0,toyota,chr,2018,jeep,yes,petrol,1.2,12000,4,tiptronic,4x4,04-may,left wheel,white,12,False
45774323,2979,934.0,mazda,1000,2015,jeep,yes,petrol,2.5,193382,4,automatic,4x4,04-may,left wheel,blue,12,False
45812490,32615,639.0,bmw,320,2014,sedan,yes,petrol,2.0,59733,4,tiptronic,rear,04-may,left wheel,black,12,True
45816054,1490,810.0,hyundai,elantra,2016,sedan,yes,petrol,1.8,91838,4,automatic,front,04-may,left wheel,silver,12,False
45809324,39189,831.0,honda,fit,2018,hatchback,yes,petrol,1.5,6213,4,automatic,front,04-may,left wheel,blue,4,False
45793148,9408,0.0,skoda,octavia,2004,sedan,no,diesel,2.0,300000,4,manual,front,04-may,left wheel,black,8,True
45758703,14113,0.0,ford,fiesta,2013,hatchback,no,petrol,1.6,89000,4,automatic,front,04-may,left wheel,blue,9,False
45784957,314,1598.0,bmw,328,2008,coupe,yes,petrol,3.0,96000,6,tiptronic,4x4,02-mar,left wheel,white,12,False
